Name,md5,Machine,SizeOfOptionalHeader,Characteristics,MajorLinkerVersion,MinorLinkerVersion,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,BaseOfCode,BaseOfData,ImageBase,SectionAlignment,FileAlignment,MajorOperatingSystemVersion,MinorOperatingSystemVersion,MajorImageVersion,MinorImageVersion,MajorSubsystemVersion,MinorSubsystemVersion,SizeOfImage,SizeOfHeaders,CheckSum,Subsystem,DllCharacteristics,SizeOfStackReserve,SizeOfStackCommit,SizeOfHeapReserve,SizeOfHeapCommit,LoaderFlags,NumberOfRvaAndSizes,SectionsNb,SectionsMeanEntropy,SectionsMinEntropy,SectionsMaxEntropy,SectionsMeanRawsize,SectionsMinRawsize,SectionMaxRawsize,SectionsMeanVirtualsize,SectionsMinVirtualsize,SectionMaxVirtualsize,ImportsNbDLL,ImportsNb,ImportsNbOrdinal,ExportNb,ResourcesNb,ResourcesMeanEntropy,ResourcesMinEntropy,ResourcesMaxEntropy,ResourcesMeanSize,ResourcesMinSize,ResourcesMaxSize,LoadConfigurationSize,VersionInformationSize,legitimate
VirusShare_a29cb1145f792c6683dbfb1ca450682f,a29cb1145f792c6683dbfb1ca450682f,332,224,258,8,0,42496,1536,0,50446,8192,0,4194304.0,8192,512,4,0,0,0,4,0,73728,512,0,2,34112,1048576,4096,1048576,4096,0,16,3,3.0820654295,0.0815394123432,5.64858889684,14677.3333333,512,42496,14432.0,12,42260,1,1,0,0,1,5.00111681368,5.00111681368,5.00111681368,490.0,490,490,0,0,0
VirusShare_56f9dbc6b42df339bf66966aaf5dfc4a,56f9dbc6b42df339bf66966aaf5dfc4a,332,224,258,10,0,119808,385024,0,61532,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,543181,2,33088,1048576,4096,1048576,4096,0,16,5,5.65935611278,4.15850637054,7.96309810922,100966.4,9728,330752,102635.8,9416,339716,3,90,0,0,6,3.75279847985,2.45849222582,5.31755235629,2738.83333333,48,9640,72,15,0
VirusShare_ddc25241e56e0398b5bbe42f3c8daae1,ddc25241e56e0398b5bbe42f3c8daae1,332,224,258,8,0,7680,309760,0,5339,4096,12288,4194304.0,4096,512,4,0,6,0,4,0,339968,1024,340928,2,34112,1048576,4096,1048576,4096,0,16,7,4.91672245436,0.0,7.9986934223,45348.5714286,0,177152,45323.0,348,177152,3,41,0,0,6,3.66850852822,2.20829402648,5.15540854179,1314.16666667,48,3752,0,23,0
VirusShare_28fd4b1a15459edbd994bca34cde4c8a,28fd4b1a15459edbd994bca34cde4c8a,332,224,258,9,0,102400,599040,0,12013,4096,106496,4194304.0,4096,512,5,0,0,0,5,0,712704,1024,2018578704,2,33088,1048576,4096,1048576,4096,0,16,5,5.3370413625,2.82868037168,6.58874280498,140288.0,3584,568320,140774.0,6682,567892,4,88,1,0,7,4.14351601489,2.62307816502,5.91635626214,81061.0,62,535040,72,0,0
VirusShare_d1295f35d35c3e2cffd4ebed5197ab96,d1295f35d35c3e2cffd4ebed5197ab96,332,224,258,12,0,83968,208896,0,21885,4096,90112,4194304.0,4096,512,5,1,0,0,5,1,311296,1024,308540,2,33088,1048576,4096,1048576,4096,0,16,5,5.58227770984,3.53204384223,6.64877272496,57036.8,5632,160256,58417.6,5528,160176,7,101,4,0,7,4.12160558063,2.64576300669,6.38024604643,22810.2857143,62,154279,72,0,0
WinMgmtR.dll,0255c22d99602534f15cbb8d9b6f152f,34404,240,8226,9,0,0,6144,0,0,4096,0,4194304.0,4096,512,6,1,6,1,6,1,12288,512,66529,3,320,262144,4096,1048576,4096,0,16,1,3.24270316983,3.24270316983,3.24270316983,6144.0,6144,6144,6024.0,6024,6024,0,0,0,0,3,3.18936431321,2.81996878467,3.54748323794,1914.0,232,4626,0,16,1
VirusShare_cb697d6256865624e2b0630225b1100c,cb697d6256865624e2b0630225b1100c,332,224,258,10,0,120320,385024,0,61578,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,527658,2,33088,1048576,4096,1048576,4096,0,16,5,5.64644365076,4.11726411592,7.96277585234,101068.8,9728,330752,102623.8,9404,339652,3,89,0,0,6,3.72982390563,2.45849222582,5.31755235629,2739.5,48,9640,72,15,0
VirusShare_9ecccfbba7b655a4fc67cd3254d632da,9ecccfbba7b655a4fc67cd3254d632da,332,224,258,10,0,120320,385024,0,61562,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,575314,2,33088,1048576,4096,1048576,4096,0,16,5,5.63344949696,4.05376582193,7.96257816425,101068.8,9728,330752,102626.2,9400,339652,3,89,0,0,6,3.67198581831,2.45849222582,5.31755235629,2739.5,48,9640,72,15,0
VirusShare_ded5015beb97d621a102e7b4caf710ab,ded5015beb97d621a102e7b4caf710ab,332,224,258,10,0,118784,385536,0,60132,4096,122880,4194304.0,4096,512,5,1,0,0,5,1,520192,1024,516185,2,33088,1048576,4096,1048576,4096,0,16,5,5.66822536729,4.23426349568,7.96082673914,100864.0,9728,335872,102242.2,9384,335644,7,115,0,0,28,7.05079965069,2.45849222582,7.98859756433,11933.7142857,48,18540,72,14,0
VirusShare_7e97f2c1ea07b90d2daf4a5784b068e2,7e97f2c1ea07b90d2daf4a5784b068e2,332,224,258,10,0,156160,317440,0,111878,4096,163840,4194304.0,4096,512,5,1,0,0,5,1,487424,1024,493854,2,33088,1048576,4096,1048576,4096,0,16,5,5.68291249789,4.57346050153,7.47396502807,92876.8,13824,214016,94442.8,20378,213960,11,247,15,0,15,5.77153183363,2.8523642223,7.98772709159,14192.5333333,118,60500,72,14,0
VirusShare_408729d003286542b628596a2c03e4d5,408729d003286542b628596a2c03e4d5,332,224,258,10,0,117760,392192,0,58906,4096,122880,4194304.0,4096,512,5,1,0,0,5,1,520192,1024,535756,2,33088,1048576,4096,1048576,4096,0,16,5,5.5972663736,3.85813977692,7.96334517707,100352.0,9728,330752,101706.2,9334,338628,3,90,0,0,5,3.42584876134,2.45849222582,4.03553849983,3146.4,48,9640,72,15,0
VirusShare_bd08acd7d9cb503c25c1315076400d17,bd08acd7d9cb503c25c1315076400d17,332,224,258,10,0,120320,385024,0,61658,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,540790,2,33088,1048576,4096,1048576,4096,0,16,5,5.63083047956,4.05523079353,7.96309190478,101068.8,9728,330752,102625.0,9400,339684,2,87,0,0,6,3.67288130951,2.45849222582,5.31755235629,2738.83333333,48,9640,72,15,0
VirusShare_e6e0ef6685a77f7eb4d62eaf32139604,e6e0ef6685a77f7eb4d62eaf32139604,332,224,259,9,0,74752,22528,0,44167,4096,81920,4194304.0,4096,512,5,0,0,0,5,0,208896,1024,241133,2,34048,1048576,4096,1048576,4096,0,16,5,4.00550352579,0.394140975135,6.55554810144,19456.0,512,74752,38344.6,32,96036,10,168,1,0,18,3.26755152432,1.97133528531,5.217245703,693.222222222,34,2998,0,16,0
VirusShare_b6671db7c147a6ca0ce364bbd83572b7,b6671db7c147a6ca0ce364bbd83572b7,332,224,258,10,0,118784,383488,0,59866,4096,122880,4194304.0,4096,512,5,1,0,0,5,1,520192,1024,572937,2,33088,1048576,4096,1048576,4096,0,16,5,5.67103617942,4.22238732434,7.9641938128,100454.4,9728,334336,101876.2,9358,334220,7,112,0,0,17,6.44945689424,2.45849222582,7.99268848362,19602.4705882,48,33945,72,14,0
VirusShare_e0d7f1326f49388629474be9f84992da,e0d7f1326f49388629474be9f84992da,332,224,258,10,0,28672,445952,16896,14819,4096,32768,4194304.0,4096,512,5,0,6,0,5,0,8691712,1024,692599,2,34112,1048576,4096,1048576,4096,0,16,6,3.67551302746,0.0,6.49788465186,8021.33333333,0,28672,1447502.66667,3568,8212480,8,172,1,0,8,3.0838723834,1.97133528531,5.19837435932,378.875,34,744,0,13,0
VirusShare_530c7b3a80c825e3ece59144fa9bd0f8,530c7b3a80c825e3ece59144fa9bd0f8,332,224,258,8,0,42496,27136,0,50414,8192,0,4194304.0,8192,512,4,0,0,0,4,0,98304,512,0,2,34112,1048576,4096,1048576,4096,0,16,3,3.88096301466,0.0815394123432,5.91382893876,23210.6666667,512,42496,22848.0,12,42228,1,1,0,0,11,4.95304263642,2.4965684918,6.72637421972,2335.09090909,132,9640,0,0,0
d3d10_1core.dll,af549c7f87ae41c417cc128c1d086385,332,224,8450,9,0,198144,25088,0,129719,4096,204800,218103808.0,4096,512,6,1,6,1,6,1,237568,1024,237224,3,320,262144,4096,1048576,4096,0,16,6,4.82855707051,3.10520187519,6.42421706192,36266.6666667,1024,166912,37020.8333333,1024,166788,6,68,0,40,1,3.57106779713,3.57106779713,3.57106779713,928.0,928,928,72,16,1
VirusShare_4bb5d7ad1f914381b65d54bb91438660,4bb5d7ad1f914381b65d54bb91438660,332,224,258,9,0,102400,599040,0,12013,4096,106496,4194304.0,4096,512,5,0,0,0,5,0,712704,1024,2018577560,2,33088,1048576,4096,1048576,4096,0,16,5,5.3370413625,2.82868037168,6.58874280498,140288.0,3584,568320,140774.0,6682,567892,4,88,1,0,7,4.14351601489,2.62307816502,5.91635626214,81061.0,62,535040,72,0,0
VirusShare_2a45d66da89ec229659e1686953ba7a9,2a45d66da89ec229659e1686953ba7a9,332,224,258,10,0,117760,392192,0,58906,4096,122880,4194304.0,4096,512,5,1,0,0,5,1,520192,1024,542506,2,33088,1048576,4096,1048576,4096,0,16,5,5.5972663736,3.85813977692,7.96334517707,100352.0,9728,330752,101706.2,9334,338628,3,90,0,0,5,3.42584876134,2.45849222582,4.03553849983,3146.4,48,9640,72,15,0
VirusShare_8d8e90f4b74347a640618c02dc1ed791,8d8e90f4b74347a640618c02dc1ed791,332,224,33167,2,25,37888,13824,0,40000,4096,45056,4194304.0,4096,512,1,0,0,0,4,0,81920,1024,349060944,2,0,1048576,16384,1048576,4096,0,16,8,2.35092872433,0.0,6.68559958306,6464.0,0,37888,7038.0,8,37732,8,96,0,0,13,3.49813922324,2.64576300669,5.05007355156,679.384615385,44,2216,0,0,0
VirusShare_b880c4d336068384de3dfe0ad22b30ca,b880c4d336068384de3dfe0ad22b30ca,332,224,258,10,0,117248,389632,0,58650,4096,122880,4194304.0,4096,512,5,1,0,0,5,1,520192,1024,568945,2,33088,1048576,4096,1048576,4096,0,16,5,5.62782325145,4.03460495174,7.96613444061,99635.2,9728,330240,101061.8,9344,338532,4,98,0,0,5,3.31274294707,2.674419892,3.76438543256,2517.6,48,7336,72,14,0
VirusShare_c31c314e8c1e8dc62ee0cdbe048c6112,c31c314e8c1e8dc62ee0cdbe048c6112,332,224,259,9,0,456704,173056,0,335706,4096,466944,4194304.0,4096,512,5,0,0,0,5,0,3538944,1024,683667,3,32768,1048576,4096,1048576,4096,0,16,8,4.55021091887,1.00476766462,6.64173418249,78720.0,512,456192,438872.25,64,2893156,1,102,0,0,1,4.79597360227,4.79597360227,4.79597360227,346.0,346,346,72,0,0
VirusShare_6efa9db10721ffc8d81b39dce700392d,6efa9db10721ffc8d81b39dce700392d,332,224,258,9,0,102400,599040,0,12013,4096,106496,4194304.0,4096,512,5,0,0,0,5,0,712704,1024,2018577560,2,33088,1048576,4096,1048576,4096,0,16,5,5.3370413625,2.82868037168,6.58874280498,140288.0,3584,568320,140774.0,6682,567892,4,88,1,0,7,4.14351601489,2.62307816502,5.91635626214,81061.0,62,535040,72,0,0
VirusShare_fb5f7b3c31bf89d22bb7775dde01e642,fb5f7b3c31bf89d22bb7775dde01e642,332,224,258,10,0,120320,385024,0,61562,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,543489,2,33088,1048576,4096,1048576,4096,0,16,5,5.65247006243,4.14990094209,7.96279259334,101068.8,9728,330752,102619.0,9396,339620,3,89,0,0,6,3.75606821168,2.45849222582,5.31755235629,2739.5,48,9640,72,15,0
VirusShare_c5caa3423f0cbf6938dce94790ac0989,c5caa3423f0cbf6938dce94790ac0989,332,224,271,6,0,23552,119808,1024,12860,4096,28672,4194304.0,4096,512,4,0,6,0,4,0,335872,1024,16641283,2,32768,1048576,4096,1048576,4096,0,16,5,4.78849386171,0.0,7.63411656938,35532.8,0,148480,64674.0,4496,148392,8,155,1,0,23,4.27590450895,2.52183228636,7.98791144724,6395.65217391,160,50796,0,12,0
VirusShare_1e0348c6aea0e1965e7cf8210cab08f4,1e0348c6aea0e1965e7cf8210cab08f4,332,224,258,8,0,22016,1536,0,29902,8192,32768,4194304.0,8192,512,4,0,0,0,4,0,49152,512,0,2,34112,1048576,4096,1048576,4096,0,16,3,3.54557751813,0.0815394123432,5.58911180234,7850.66666667,512,22016,7434.66666667,12,21716,1,1,0,0,1,4.96801338013,4.96801338013,4.96801338013,487.0,487,487,0,0,0
api-ms-win-core-localregistry-l1-1-0.dll,d35d599614afb0620f63df4abe8f4109,34404,240,8226,9,0,1536,1536,0,4212,4096,0,8792565612544.0,4096,512,6,1,6,1,6,1,16384,1024,18223,3,320,262144,4096,1048576,4096,0,16,3,2.58784902555,0.0203931352361,4.37393868431,1024.0,512,1536,759.0,26,1243,0,0,0,40,1,3.56339862572,3.56339862572,3.56339862572,908.0,908,908,0,16,1
VirusShare_4a2f2951af1293eb21c5ff054661740c,4a2f2951af1293eb21c5ff054661740c,332,224,258,10,0,119808,385024,0,61532,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,559636,2,33088,1048576,4096,1048576,4096,0,16,5,5.65935611278,4.15850637054,7.96309810922,100966.4,9728,330752,102635.8,9416,339716,3,90,0,0,6,3.75279847985,2.45849222582,5.31755235629,2738.83333333,48,9640,72,15,0
VirusShare_ca842dffc4ae38a844849bc70295e2cc,ca842dffc4ae38a844849bc70295e2cc,332,224,258,10,0,116224,383488,0,57436,4096,122880,4194304.0,4096,512,5,1,0,0,5,1,524288,1024,545884,2,33088,1048576,4096,1048576,4096,0,16,5,5.64185181891,4.19769991697,7.9641326039,99942.4,9216,336896,101377.0,9228,336872,4,100,0,0,18,6.55185769239,2.45849222582,7.99172584809,18658.4444444,48,29106,72,14,0
VirusShare_1b5a4d08289a67febc83ef51fd2e579e,1b5a4d08289a67febc83ef51fd2e579e,332,224,258,12,0,83968,208896,0,21885,4096,90112,4194304.0,4096,512,5,1,0,0,5,1,311296,1024,308540,2,33088,1048576,4096,1048576,4096,0,16,5,5.58227770984,3.53204384223,6.64877272496,57036.8,5632,160256,58417.6,5528,160176,7,101,4,0,7,4.12160558063,2.64576300669,6.38024604643,22810.2857143,62,154279,72,0,0
VirusShare_a911107c884e96a74a355f7a8c5acd09,a911107c884e96a74a355f7a8c5acd09,332,224,258,10,0,118784,394752,0,59901,4096,122880,4194304.0,4096,512,5,1,0,0,5,1,532480,1024,533538,2,33088,1048576,4096,1048576,4096,0,16,5,5.66015040119,4.19037647467,7.96244838494,102707.2,9216,347648,104183.0,9384,347600,7,112,0,0,24,6.91212714458,2.45849222582,7.99048736758,14429.0,48,22648,72,14,0
VirusShare_a47f19f76ba3d98f60423f951670e79b,a47f19f76ba3d98f60423f951670e79b,332,224,271,6,0,23040,119808,1024,12491,4096,28672,4194304.0,4096,512,4,0,6,0,4,0,339968,1024,21901787,2,32768,1048576,4096,1048576,4096,0,16,5,4.760866926,0.0,7.57366820323,21913.6,0,80896,65776.4,4496,110592,8,155,1,0,12,4.88064456695,2.71857673996,7.97723786775,6657.91666667,104,55449,0,0,0
VirusShare_e5db5a7e64882bdeaef1e051601a4ca8,e5db5a7e64882bdeaef1e051601a4ca8,332,224,259,9,0,155648,62976,0,60551,4096,159744,4194304.0,4096,512,5,0,0,0,5,0,229376,1024,257179,2,33024,1048576,4096,1048576,4096,0,16,4,4.80054393986,2.95412586761,6.48658843269,54656.0,3584,155648,55172.75,6692,155393,2,76,0,0,13,3.95452416586,1.96040529811,6.12204519843,2708.15384615,132,9640,72,14,0
DismCore.dll,d63e6549994aa674244df0d865cb3e18,332,224,11522,9,0,154112,175616,0,102748,4096,159744,282984448.0,4096,512,6,1,6,1,5,1,335872,1024,252843,3,320,262144,4096,1048576,4096,0,16,4,5.55012883038,4.68965259955,6.07324355652,57472.0,6144,154112,82204.25,12256,153813,7,183,16,4,4,3.61873833263,2.82556406367,4.80491268725,14128.0,216,51132,72,16,1
VirusShare_90c4937b2ce7354907cd3eb58ecb511b,90c4937b2ce7354907cd3eb58ecb511b,332,224,258,8,0,7680,309760,0,5339,4096,12288,4194304.0,4096,512,4,0,6,0,4,0,339968,1024,360222,2,34112,1048576,4096,1048576,4096,0,16,7,4.91468746788,0.0,7.99771678305,45348.5714286,0,177152,45323.0,348,177152,3,41,0,0,6,3.67214931009,2.14991961447,5.15540854179,1314.16666667,48,3752,0,23,0
VirusShare_4281d2b64e04a5bf6e88d9646f591bbd,4281d2b64e04a5bf6e88d9646f591bbd,332,224,258,10,0,119808,385024,0,61532,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,554392,2,33088,1048576,4096,1048576,4096,0,16,5,5.6663371314,4.18953861211,7.96311398057,100966.4,9728,330752,102644.2,9418,339748,3,90,0,0,6,3.77675976631,2.45849222582,5.31755235629,2740.16666667,48,9640,72,15,0
cryptnet.dll,56ea5e5f80266b28d90916bc2a7c5b1e,332,224,8450,9,0,96768,6144,0,5214,4096,98304,1089667072.0,4096,512,6,1,6,1,6,1,114688,1024,131273,2,320,262144,4096,1048576,4096,0,16,4,4.24506426251,1.16509954627,6.69538713206,25728.0,1536,96768,25567.25,1080,96657,8,221,20,20,1,3.57776678391,3.57776678391,3.57776678391,980.0,980,980,72,17,1
VirusShare_6ac9929a7804597b7b5a5263585db8aa,6ac9929a7804597b7b5a5263585db8aa,332,224,258,10,0,119808,385024,0,61532,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,542892,2,33088,1048576,4096,1048576,4096,0,16,5,5.65935611278,4.15850637054,7.96309810922,100966.4,9728,330752,102635.8,9416,339716,3,90,0,0,6,3.75279847985,2.45849222582,5.31755235629,2738.83333333,48,9640,72,15,0
VirusShare_ce9bd92919b5cfc7470547272590b782,ce9bd92919b5cfc7470547272590b782,332,224,271,6,0,40960,32768,184320,226320,188416,229376,4194304.0,4096,512,4,0,6,1,4,0,262144,4096,0,2,0,1048576,4096,1048576,4096,0,16,3,3.2192881136,0.0,7.87984112275,23040.0,0,38400,86016.0,32768,184320,2,4,1,0,6,3.83762292005,0.0,7.85773418464,10840.0,20,28840,0,17,0
VirusShare_bef34eb5cd774afde974af5f8b6038f2,bef34eb5cd774afde974af5f8b6038f2,332,224,259,8,0,241664,73728,0,95318,4096,245760,4194304.0,4096,4096,4,0,0,0,4,0,319488,4096,0,2,0,1048576,4096,1048576,4096,0,16,4,5.01641478862,3.25956500171,6.71245946611,76800.0,8192,241664,77673.0,5936,241334,5,142,0,0,7,3.86093497056,2.3744700235,6.46237493872,776.0,34,2216,72,16,0
VirusShare_c3080f93cd1e98f13dbf5a19b21294f0,c3080f93cd1e98f13dbf5a19b21294f0,332,224,258,11,0,111616,468480,0,22731,4096,118784,4194304.0,4096,512,5,1,0,0,5,1,593920,1024,2018448048,2,33088,1048576,4096,1048576,4096,0,16,5,5.24600058434,3.90701074146,6.56274546568,114278.4,6656,387072,115790.8,15252,386824,4,88,1,0,4,4.40725215022,1.98048202372,6.11537436031,96625.0,20,318464,72,0,0
msaudite.dll,9eece7648cd3887fc47b1861736ecd66,34404,240,8226,9,0,0,145920,0,0,4096,0,4194304.0,4096,512,6,1,6,1,6,1,151552,512,155873,3,320,262144,4096,1048576,4096,0,16,1,3.46482987209,3.46482987209,3.46482987209,145920.0,145920,145920,145656.0,145656,145656,0,0,0,0,3,3.23681761657,2.68323122425,3.56427273621,48472.0,200,144280,0,16,1
VirusShare_e79845389739dc6a520eec45a130d429,e79845389739dc6a520eec45a130d429,332,224,258,10,0,120320,385024,0,61578,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,541959,2,33088,1048576,4096,1048576,4096,0,16,5,5.64644365076,4.11726411592,7.96277585234,101068.8,9728,330752,102623.8,9404,339652,3,89,0,0,6,3.72982390563,2.45849222582,5.31755235629,2739.5,48,9640,72,15,0
VirusShare_93a0365fbd4b3ddc72a83de343dcd050,93a0365fbd4b3ddc72a83de343dcd050,332,224,258,10,0,118784,394752,0,59901,4096,122880,4194304.0,4096,512,5,1,0,0,5,1,532480,1024,560014,2,33088,1048576,4096,1048576,4096,0,16,5,5.66015040119,4.19037647467,7.96244838494,102707.2,9216,347648,104183.0,9384,347600,7,112,0,0,24,6.91212714458,2.45849222582,7.99048736758,14429.0,48,22648,72,14,0
url.dll,e71cdd1f4bf0b1dd3d2e8fc45b7d99d7,332,224,8450,9,0,8192,122880,0,4480,4096,12288,1091633152.0,4096,512,6,1,6,1,5,1,143360,1024,133081,2,320,262144,4096,4096,4096,0,16,4,4.81629690098,0.288645911283,7.09071838633,32768.0,512,121344,32542.0,420,120976,7,43,4,18,34,4.30048466506,1.31175456086,7.99090525604,3506.23529412,20,59810,72,16,1
VirusShare_c4da7bdc0d7d1d48357a02c43b9186b6,c4da7bdc0d7d1d48357a02c43b9186b6,332,224,258,10,0,120320,385024,0,61578,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,527829,2,33088,1048576,4096,1048576,4096,0,16,5,5.64644365076,4.11726411592,7.96277585234,101068.8,9728,330752,102623.8,9404,339652,3,89,0,0,6,3.72982390563,2.45849222582,5.31755235629,2739.5,48,9640,72,15,0
VirusShare_e60ef7a08afb812e0030d274d34a5c91,e60ef7a08afb812e0030d274d34a5c91,332,224,8450,8,0,40960,28672,0,41086,4096,45056,293601280.0,4096,4096,4,0,0,0,4,0,73728,4096,103448,2,256,1048576,4096,1048576,4096,0,16,5,4.09689515478,0.528828136347,6.34303188356,13926.4,4096,40960,11908.6,1288,40014,7,116,4,45,2,4.27585039343,3.40339310015,5.14830768672,634.0,612,656,72,14,0
ACEES.DLL,c226d17e77307e8b35107b2a36775dce,332,224,8450,8,0,155648,24576,0,4640,4096,217088,876544000.0,4096,4096,4,0,0,0,4,0,184320,4096,248727,2,64,1048576,4096,1048576,4096,0,16,4,4.32141758823,2.09653576302,6.0870903116,45056.0,4096,155648,43857.75,1764,154803,7,129,36,3,2,4.24845708642,3.44504997013,5.05186420271,801.0,338,1264,72,18,1
mscordbi.dll,bbfd2308527992ccf26ac409c389a1d3,34404,240,8226,8,0,518144,51712,0,449776,4096,0,6884825235456.0,4096,512,5,0,8,0,5,2,589824,1024,619199,2,0,1048576,4096,1048576,4096,0,16,5,4.74262483835,3.24093466716,6.25856362675,113971.2,1536,518144,114513.8,1612,518005,7,158,2,2,2,4.26073940503,3.52756330734,4.99391550273,725.5,455,996,0,17,1
VirusShare_d8e6cc479cd125f6c5ddf1eca335f5b0,d8e6cc479cd125f6c5ddf1eca335f5b0,332,224,258,11,0,111616,468480,0,22731,4096,118784,4194304.0,4096,512,5,1,0,0,5,1,593920,1024,2018448608,2,33088,1048576,4096,1048576,4096,0,16,5,5.24600058434,3.90701074146,6.56274546568,114278.4,6656,387072,115790.8,15252,386824,4,88,1,0,4,4.40725215022,1.98048202372,6.11537436031,96625.0,20,318464,72,0,0
VirusShare_7c71470c972543e5b652f4920f970629,7c71470c972543e5b652f4920f970629,332,224,258,10,0,118784,385536,0,60132,4096,122880,4194304.0,4096,512,5,1,0,0,5,1,520192,1024,572331,2,33088,1048576,4096,1048576,4096,0,16,5,5.66822536729,4.23426349568,7.96082673914,100864.0,9728,335872,102242.2,9384,335644,7,115,0,0,28,7.05079965069,2.45849222582,7.98859756433,11933.7142857,48,18540,72,14,0
VirusShare_c2f8a3afbf568db2b4355143b0554929,c2f8a3afbf568db2b4355143b0554929,332,224,259,11,0,131584,74752,0,88427,4096,139264,4194304.0,4096,512,5,1,0,0,5,1,217088,1024,229344,2,33024,1048576,4096,1048576,4096,0,16,4,4.44626671118,2.26056322783,6.5743420057,48768.0,7168,131584,51372.25,6830,131317,4,109,2,0,6,3.62811384538,2.71930208419,5.2981557402,1071.66666667,48,3752,72,16,0
mqqm.dll,b0a9f9c94f1a8ddb16a110a6a6f4a34a,332,224,8462,7,10,608256,97280,0,338148,4096,614400,1628831744.0,4096,512,5,1,5,1,4,10,716800,1536,663526,3,0,262144,4096,1048576,4096,0,16,4,4.89714606462,2.67816697599,6.49759876618,164864.0,1536,608256,176100.5,1144,608240,19,498,33,18,1,3.47177972315,3.47177972315,3.47177972315,1048.0,1048,1048,72,16,1
VirusShare_8f337c8618ff6698666008ecbe04d528,8f337c8618ff6698666008ecbe04d528,332,224,258,10,0,118272,380416,0,59610,4096,122880,4194304.0,4096,512,5,1,0,0,5,1,516096,1024,551201,2,33088,1048576,4096,1048576,4096,0,16,5,5.65942634034,4.21793765714,7.97742341552,99737.6,9728,331264,101043.0,9304,330808,6,107,0,0,22,6.82540564069,2.61702640237,7.99048736758,14981.9090909,48,22648,72,14,0
VirusShare_7f61d404609d3f91e519f34ed57f9925,7f61d404609d3f91e519f34ed57f9925,332,224,258,10,0,120320,385024,0,61562,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,537973,2,33088,1048576,4096,1048576,4096,0,16,5,5.63344949696,4.05376582193,7.96257816425,101068.8,9728,330752,102626.2,9400,339652,3,89,0,0,6,3.67198581831,2.45849222582,5.31755235629,2739.5,48,9640,72,15,0
setupproplusretail.x86.fr-fr.exe,02abc572ebf511c0516e72170a6c8d83,332,224,3330,10,10,871424,185856,0,385507,4096,888832,4194304.0,4096,512,5,2,0,0,5,2,1077248,1024,1129039,2,33088,1048576,4096,1048576,4096,0,16,4,5.25613816485,3.3434771611,6.61331500457,264320.0,30208,871424,267616.0,40332,870936,13,285,3,0,18,4.45136303922,1.59531735396,7.91766308134,6326.11111111,62,67624,72,17,1
VirusShare_6703ef9b42a3e2044bd2e3e9ce523a4b,6703ef9b42a3e2044bd2e3e9ce523a4b,332,224,258,10,0,117760,392192,0,58906,4096,122880,4194304.0,4096,512,5,1,0,0,5,1,520192,1024,542296,2,33088,1048576,4096,1048576,4096,0,16,5,5.5972663736,3.85813977692,7.96334517707,100352.0,9728,330752,101706.2,9334,338628,3,90,0,0,5,3.42584876134,2.45849222582,4.03553849983,3146.4,48,9640,72,15,0
VirusShare_6027baf6b19918b804d7d07e4c6a702c,6027baf6b19918b804d7d07e4c6a702c,332,224,258,11,0,113664,682496,0,24735,4096,118784,4194304.0,4096,512,5,1,0,0,5,1,851968,1024,2018161488,2,33088,1048576,4096,1048576,4096,0,16,3,4.26337706158,0.206920017787,7.99894163996,94549.3333333,512,246272,281429.333333,512,806912,4,7,1,0,7,4.45336795506,2.62307816502,7.96700202426,80992.8571429,62,534528,0,0,0
VirusShare_b560e04abc59f325dc4d44727a3ff2a5,b560e04abc59f325dc4d44727a3ff2a5,332,224,259,11,0,104960,66560,0,67739,4096,110592,4194304.0,4096,512,5,1,0,0,5,1,180224,1024,168328,2,33024,1048576,4096,1048576,4096,0,16,4,4.39731798054,2.22872510337,6.63133624139,40320.0,6144,104960,42631.0,6022,104860,4,106,2,0,5,3.69191418079,2.71930208419,5.2981557402,1138.8,48,3752,72,0,0
WininetPlugin.dll,d9f13516bf380f13abfb16e0e7aecda4,34404,240,11298,10,0,75264,12288,0,59176,4096,0,6442450944.0,4096,512,6,1,6,1,6,0,102400,1024,125317,3,320,262144,4096,1048576,4096,0,16,5,4.23048585223,3.0263344235,5.66602385312,17100.8,1536,75264,17222.4,1028,75036,7,119,9,5,2,3.59972178389,3.32846345346,3.87098011432,502.5,173,832,0,17,1
